fredrik	19770416	1.76	75	midfielder	halmstad	620	fredrik ljungberg	
robert				forwarder	berlin germany	12377	robert kovac	
robert	19731029	1.8	74	midfielder	reims france	12284	robert pires	
patrick owomoyela	19791105	1.87	80	midfielder	hambourg germany	1818	patrick owomoyela	
l. robert	19730412	1.78	69	defender	mendoza argentina	10320	laurent robert	
sander	19741023	1.9	64	goalkeeper	enschede holland	4227	sander westerveld	
gabriel	19690201	1.83	77	forwarder	avellaneda argentina	3585	gabriel batistuta	
marcio				forwarder	brasilia brazil	12257	marcio amoroso	
sylvain	19740510	1.74	103			306	sylvain wiltord	
m. hadji		1.84	59		ifrane morocco 	12193	mustapha hadji	
petrov	19790705	1.8	88	midfielder	bulgaria	12258	stilian petrov	
downing				midfielder	moddlesbrough england	11366	stewart downing	
w. sonck		1.74	60			1913	wesley sonck	
alberto	19710212	1.93	80			10948	carlos alberto	
edgar davids	19730313	1.69	59	midfielder	paramaribo suriname	7107	edgar davids	
anders	19760717	1.77	77			12393	anders svensson	
inamoto	19790918	1.8	90	midfielder	osaka japan	2763	junichi inamoto	
antonio	19820712	1.75	70	midfielder	bari italy	6680	antonio cassano	
quaresma	19830926	1.73	67	midfielder	lisbon portugal	11126	ricardo quaresma	
michael	19821208	1.8	97	midfielder	accra  ghana 	8557	michael essien	
a. gilardino	19820705	1.84	79	forwarder	biella italy	8144	alberto gilardino	
f. toldo	19750502	1.96	95			6603	francesco toldo	
couto	19690802	1.84	83	defender	espinho portugal 	6236	fernando couto	
torsten		1.97	80			7370	torsten frings	
rui	19720329	1.8	74	midfielder	lisboa portugal 	5476	rui costa	
r. carlos	19730410	1.81	70			12380	roberto carlos	
babic	19810128	1.86	72	midfielder	croatia	12408	marko babic	
mark		1.74	57		wrexham wales	4846	mark hughes	
lee bowyer	19770103	1.76	68	forwarder	london england	8819	lee bowyer	
juan pablo sorin	19760505	1.71	93			12287	juan pablo sorin	
maniche	19771111	1.73	69	midfielder	lisbon portugal	12179	maniche	
a. nesta	19760319	1.87	79	defender	rome italy	7139	alessandro nesta	
cuauhtemoc blanco	19730117	1.77	73	forwarder	mexico city mexico	12288	cuauhtemoc blanco	
frederic kanoute	19770902	1.92	103	goalkeeper	sainte-foy-les-lyon	12330	frederic kanoute	
crespo	19750705	1.85	78	forwarder	florida argentina	12309	hernan crespo	
mendieta	19740317	1.73	92	midfielder	bilbao	10745	gaizka mendieta	
juan	19750309	1.86	80			12289	juan sebastian veron	
c. panucci	19730412	1.8	91	defender	savona italy 	5402	christian panucci	
duff	19790302	1.77	79	forwarder	ballyboden ireland 	6069	damien duff	
wesley	19840609	1.7	67			1623	wesley sneijder	
gennaro				midfielder	cosenza italy	11619	gennaro gattuso	
ricardo carvalho				defender	amarante portugal	10548	ricardo carvalho	
n. martyn				goalkeeper	saint-austell england	2132	nigel martyn	
dietmar hamann		1.88	99		waldsassen germany	812	dietmar hamann	
d. bent	19840206	1.8	73	forwarder	tooting london	9963	darren bent	
karl-heinz rummenigge	19550925	1.82	78	forwarder	lippstadt germany	3843	karl-heinz rummenigge	
j. dudek				goalkeeper	rybnik poland	1684	jerzy dudek	
victor anichebe		1.9	81			10361	victor anichebe	
f. coloccini	19820122	1.82	78	defender	cordoba argentina	992	fabricio coloccini	
miroslav	19780609	1.82	74	forwarder	oppeln germany	7530	miroslav klose	
mario yepes	19760113	1.86	103	defender	cali colombia	3027	mario yepes	
emre	19800907	1.71	68	midfielder	istanbul turkey	12332	emre belozoglu	
cicinho				defender	pradopolis sao paulo brazil	12180	cicinho	
bruno	19710610	1.85	59	defender		7303	bruno n'gotty	
brian ching	19780524	1.85	88	forwarder	haleiwa hi united states	8310	brian ching	
xabi alonso		2.03	75	midfielder	tolosa spain	10271	xabi alonso	
joaquin		1.98	65	defender	moddlesbrough england	12181	joaquin	
ricardo oliveira	19800506	1.83	83	forwarder	sao paulo brazil 	4224	ricardo oliveira	
meyde	19790930	1.81	79			12273	andy van der meyde	
zlatko	19710201	1.8	76	midfielder	malmo sweden 	11840	zlatko zahovic	
antonio	19771013	1.77	91	forwarder		2660	antonio di natale	
shabani	19770306	1.82	83	forwarder	bujumbura	10647	shabani nonda	
basinas	19760103	1.75	76	midfielder	athens greece	398	angelos basinas	
ray parlour	19730307	1.79	69	midfielder	romford england	2084	ray parlour	
lucas	19690412	1.85	74	defender	johannesburg south africa	4541	lucas radebe	
niclas	19711229	1.81	99	midfielder	halmstad sweden 	4682	niclas alexandersson	
rigobert	19760701	1.83	76			8028	rigobert song	
zanetti	19770414	1.8	92	midfielder	carrara italy	11377	cristiano zanetti	
rosenberg		1.83	71			5914	markus rosenberg	
boudewijn	19760815	1.74	85	defender	maastricht holland	2911	boudewijn zenden	
laurent	19651119	1.92	86	defender	ales france	2295	laurent blanc	
o. neuville	19730501	1.71	74	forwarder	locarno switzerland	6871	oliver neuville	
fowler	19750409	1.73	73	forwarder	liverpool england	7307	robbie fowler	
romeo castelen	19830503	1.85	79	forwarder	paramaribo surinam	7612	romeo castelen	
michael	19730503	1.78	75	defender	amstelveev holland	5335	michael reiziger	
r. persie	19750502	1.71	83			12320	robin van persie	
cole				goalkeeper	stepney england	8836	ashley cole	
scholes	19741116	1.7	61			7779	paul scholes	
dimitar	19810130	1.88	94	forwarder	blagoevgrad bulgaria	3473	dimitar berbatov	
campbell	19740918	1.89	88	defender	newham england	8848	sol campbell	
n. valente	19740912	1.8	62			8402	nuno valente	
kieron dyer				midfielder	ipswich england	2787	kieron dyer	
filippo				forwarder	piacenza italy	3111	filippo inzaghi	
ivan	19670117	1.78	83	forwarder	colonia de maipu chile	12274	ivan zamorano	
robinho	19840125	1.72	66	forwarder	sao vicente brazil	12182	robinho	
fernando	19830921	1.8	77	forwarder	obrien	798	fernando cavenaghi	
marquez	19790213	1.82	94	defender	zamora mexico	12259	rafael marquez	
simic	19750502	1.8	74			12335	dario simic	
capdevila	19780302	1.8	78	defender	tarrega spain	4077	joan capdevila	
bernd schneider	19731117	1.76	92			12383	bernd schneider	
bierhoff	19680301	1.91	83	forwarder	karlsruhe germany	10842	oliver bierhoff	
fernando	19840320	1.78	70			3326	fernando torres	
lionel messi	19870624	1.69	67	forwarder	santa fe argentina	1783	lionel messi	
d. rommedahl	19780722	1.78	68	goalkeeper	copenhagen denmark	8400	dennis rommedahl	
fernando	19760405	1.86	79	forwarder	caceres	10524	fernando morientes	
carles	19780413	1.78	78	defender	lleida spain	11198	carles puyol	
livio	19660726	1.75	73	midfielder	roma italy	69	angelo di livio	
nick	19740211	1.78	71	midfielder	hull england	1882	nick barmby	
landon donovan	19820304	1.74	91	midfielder	ontario california  united states	8788	landon donovan	
podolski	19850604	1.8	80	forwarder	gleiwitz poland 	8588	lukas podolski	
kaladze				goalkeeper	samtredia georgia	12195	kakhaber kaladze	
diego milito	19790612	1.79	88	forwarder	buenos aires argentina	4616	diego milito	
heskey		1.9	88		leicester england	1057	emile heskey	
florent	19800613	1.81	73	midfielder	guyane france	9180	florent malouda	
jose antonio reyes	19830901	1.78	89	defender	utrera sevilla spain	12314	jose antonio reyes	
schweinsteiger	19840801	1.8	76			7333	bastian schweinsteiger	
javier mascherano	19750502	1.73	99	midfielder	buenos aires argentina	1647	javier mascherano	
robbie	19800708	1.76	67	forwarder	dublin ireland	1009	robbie keane	
pienaar	19820317	1.76	59	forwarder	johannesbourgh south africa	11238	steven pienaar	
kuranyi	19820302	1.9	80	forwarder	rio of janeiro brazil	12290	kevin kuranyi	
m. camoranesi				midfielder	tandil  argentina	897	mauro camoranesi	
christian	19760922	1.76	74	goalkeeper	abbiategrasso italy	11286	christian abbiati	
john	19790905	1.95	94	forwarder	lorenskog norway	11694	john carew	
michael				midfielder	wallsend england	3705	michael carrick	
bernard diomede	19740123	1.72	68	goalkeeper	bourges france	12293	bernard diomede	
g. nery				defender	nova friburgo brazil	12276	gustavo nery	
d. landzaat		1.77	70	forwarder	amsterdam holland	4675	denny landzaat	
j. gronkjaer	19770812	1.87	89	midfielder	nuuk denmark	12260	jesper gronkjaer	
j. yobo	19800906	1.85	76			552	joseph yobo	
kevin	19730725	1.79	69	defender	moddlesbrough england	283	kevin phillips	
celestine				defender	kaduna nigeria	4615	celestine babayaro	
laudrup				midfielder	copenhagen denmark	7512	michael laudrup	
roque santa cruz		1.89	80			12218	roque santa cruz	
claude	19920808	1.74	67	midfielder	kinshasa	12338	claude makelele	
jari litmanen		1.83	98	forwarder	lahti finland	10675	jari litmanen	
zola	19660705	1.68	78	forwarder	oliena sardinia italy	7956	gianfranco zola	
boateng				midfielder	nkawka ghana	6507	george boateng	
paolo maldini		1.86	84	defender	milan italy	8865	paolo maldini	
andy				midfielder	bristol england	12398	andy johnson	
r. olivera	19830405	1.8	78	midfielder	montevideo uruguay	12339	ruben olivera	
dida	19731007	1.82	85	goalkeeper	irara brazil	12385	dida	
neville				defender	bury england	6904	gary neville	
n. gomes	19760705	1.8	59	forwarder	oporto portugal	5517	nuno gomes	
willy	19770318	1.8	79			11978	willy sagnol	
c. fabregas	19870504	1.8	60	midfielder	arenys of mar	12297	cesc fabregas	
oddo				defender	citta sant angelo	5653	massimo oddo	
costacurta	19660424	1.82	75	defender	orago italy	9188	alessandro costacurta	
d. yorke	19711103	1.79	70	forwarder	canaan trinidad tobago	5392	dwight yorke	
beckenbauer	19450911			goalkeeper	munchen germany	11239	franz beckenbauer	
tobias linderoth	19790421	1.76	66	midfielder	stockholm sweden	5368	tobias linderoth	
charisteas		1.91	85	forwarder	serres greece	12169	angelos charisteas	
marcelo salas		1.73	67			3634	marcelo salas	
murphy	19770318	1.75	67	midfielder	chester	4537	danny murphy	
woodgate	19800122	1.88	80	defender	middlesbrough england	791	jonathan woodgate	
w. pandiani				forwarder	montevideo uruguay	10350	walter pandiani	
thomas	19780331	1.77	70			8595	jerome thomas	
pablo	19791103	1.7	62	midfielder	rio cuarto argentina	10326	pablo aimar	
m. basler	19681218	1.86	98	midfielder	neustadt germany	11576	mario basler	
emile mpenza		1.77	75	forwarder	zellik belgium	12299	emile mpenza	
juninho	19750130	1.99	82			12183	juninho	
reyna	19730720	1.78	72	midfielder	livingston new jersey united states	11086	claudio reyna	
finnan		1.75	67	defender	limerick ireland	9989	steve finnan	
kallstrom	19820824	1.82	83	midfielder	sandviken sweden	12240	kim kallstrom	
angelo	19700216	1.81	88	goalkeeper	viterbo italy	4622	angelo peruzzi	
marcus	19730705	1.81	79	forwarder	goteborg sweden 	12241	marcus allback	
zabaleta	19850116	1.73	86			6750	pablo zabaleta	
d. placente	19770424	1.76	69	defender	buenos aires argentina	11358	diego placente	
samuel eto'o	19810310	1.79	75	forwarder		8580	samuel eto'o	
diao	19770210	1.84	78	midfielder	kendougou senegal	8041	salif diao	
jens lehmann				goalkeeper	essen	6934	jens lehmann	
hanke	19831105	1.83	75	forwarder	hamm germany	8450	mike hanke	
ernst	19790530	1.83	91	midfielder	hanovre germany	507	fabian ernst	
fredi bobic	19711030			forwarder	maribor slovenia	10467	fredi bobic	
d. james				goalkeeper	welwyn garden city england	9682	david james	
p. kluivert				forwarder	amsterdam holland	4301	patrick kluivert	
s. chapuisat	19690628	1.81	94	forwarder	lausanne switzerland	12317	stephane chapuisat	
b. carbone	19710814	1.68	87	forwarder	bagnara calabra  italy	9988	benito carbone	
v. iaquinta	19791121	1.88	79	forwarder	crotone italy	8982	vincenzo iaquinta	
peter				defender	macclesfield england	10311	peter crouch	
heinze		1.78	72		crespo argentina	9410	gabriel heinze	
g. bronckhorst	19750502	1.78	63			8291	giovanni van bronckhorst	
mateja kezman	19790412	1.82	102	forwarder	belgrade serbia-montenegro	12355	mateja kezman	
h. yakin	19770222	1.8	78	midfielder	basel switzerland	10489	hakan yakin	
raul	19770627	1.55	70			12213	raul	
d. beckham	19750502	1.8	88	midfielder	leytonstone england	9779	david beckham	
cocu	19701029	1.84	74	midfielder	eindhoven holland	12245	philip cocu	
bellamy	19790713	1.75	74	forwarder	cardiff wales	2306	craig bellamy	
deco				midfielder	sao bernardo do campo brazil	12184	deco	
c. marchena		1.83	93	defender	sevilla spain	3408	carlos marchena	
r. keane				midfielder	cork ireland	11999	roy keane	
didier drogba				forwarder	abidjan ivory coast	2725	didier drogba	
samuel	19780322	1.84	92			12231	walter samuel	
ronaldinho	19800321	1.82	76	midfielder	porto alegre brazil	12185	ronaldinho	
m. pedersen	19750610	1.85	84	forwarder	copenhague denmark 	2145	morten gamst pedersen	
montella	19740618	1.72	68	forwarder	pomigliano darco italy	5790	vincenzo montella	
r. nistelrooy	19760701	1.88	80			12232	ruud van nistelrooy	
jose	19650727	1.89		goalkeeper	luque paraguay	12249	jose luis chilavert	
d. vassell	19800613	1.71	103			9947	darius vassell	
nicolas	19790314	1.86	80	forwarder	versailles france	2946	nicolas anelka	
jorgensen		1.8	95	midfielder	orsted  denmark	12303	martin jorgensen	
fabio	19811210	1.82	64	defender		12280	fabio rochemback	
paul				midfielder	ilford england	9062	paul ince	
q. fortune	19770521			midfielder	cape town south africa	7229	quinton fortune	
garcia	19810119	1.19	75			12386	luis garcia	
oliver kahn	19750502	1.88	73	goalkeeper	karlsruhe germany	2614	oliver kahn	
dennis bergkamp	19690510	1.82	80	forwarder	amsterdam holland	1136	dennis bergkamp	
recoba	19760317	1.79	79	midfielder	montevideo uruguay	12358	alvaro recoba	
marcel	19680907	1.85	85	defender	accra ghana	4047	marcel desailly	
abel				defender	nampula mozambique	2478	abel xavier	
diego forlan	19790519	1.74	96	forwarder	montevideo uruguay	7650	diego forlan	
simon davies				midfielder	haverfordwest wales	11976	simon davies	
delvecchio	19730407	1.86	83	forwarder	milano italy	2909	marco delvecchio	
eidur gudjohnsen	19780915	1.85	94	forwarder	reykjavik ireland 	12250	eidur gudjohnsen	
p. nedved	19720830	1.77	70	midfielder	cheb czech republic	12359	pavel nedved	
j. stam	19720717	1.91	61			8076	jaap stam	
smith	19801028	1.76	69			8540	alan smith	
d. rossi			83	midfielder	roma italy	3262	daniele de rossi	
a. pirlo	19790519	1.77	103	midfielder	brescia italy	1025	andrea pirlo	
marek jankulovski	19770509	1.84	66	defender	ostrava	2426	marek jankulovski	
d. deschamps	19681015	1.74	91	midfielder	bayonne france	5270	didier deschamps	
thiago motta		1.86	98	midfielder	sao paulo brazil	9005	thiago motta	
christoph metzelder	19801105	1.92	84	defender	haltern germany	8102	christoph metzelder	
christian wilhelmsson	19870624	1.77	68			9587	christian wilhelmsson	
n. kanu				forwarder	owerri nigeria	4145	nwankwo kanu	
louis	19780808	1.81	93			216	louis saha	
n. kovac				midfielder	berlin germany	12360	niko kovac	
santiago	19761007	1.85	75			9548	santiago solari	
contra	19750502	1.8	74	defender	timisoara  romania	11368	cosmin contra	
m. ballack				midfielder	chemnitz germany	1001	michael ballack	
t. borowski	19800502	1.84	63	midfielder	neubrandenburg germany	262	tim borowski	
g. zambrotta	19770219	1.81	76	defender	como italy	1675	gianluca zambrotta	
georgios		1.93	81			4704	georgios samaras	
simone	19760405	1.85	82	forwarder	piacenza italy	3369	simone inzaghi	
zidane	19720623	1.85	60	midfielder	marseille france	2277	zinedine zidane	
g. favalli	19720108	1.81	73	defender	ozinuovi italy	11951	giuseppe favalli	
mikael forssell	19810315	1.84	88	forwarder	steinfurt germany	2118	mikael forssell	
gianluigi	19780128	1.91	83	goalkeeper	carrara italy	3254	gianluigi buffon	
kaka	19820422	1.85	74	midfielder	brasilia brazil	11602	kaka	
cordoba	19760811	1.73	97	defender	medellin colombia	12251	ivan cordoba	
stelios giannakopoulos	19740712	1.72	70			3078	stelios giannakopoulos	
luca toni	19770526	1.85	78			3004	luca toni	
a. souza				midfielder	curitiba brazil	12207	alexsandro de souza	
vincent				defender	bordeaux france	5865	vincent candela	
barry	19780209	1.8	71	midfielder	glasgow scotland	604	barry ferguson	
a. piero	19741109	1.68	73	midfielder	conegliano italy	12226	alessandro del piero	
mido		1.81	79	forwarder	cairo egypt	12399	mido	
ryan giggs	19731129	1.81	68	forwarder	cardiff wales	6990	ryan giggs	
s. kuffour		1.75	76	defender	kumasi ghana	7458	samuel kuffour	
brian			82	midfielder	copenhagen	7513	brian laudrup	
s. perrotta	19770917	1.78	72	midfielder	ashon england	10207	simone perrotta	
d. kuyt		1.83	64	forwarder	katwijk holland	2449	dirk kuyt	
speed	19690908	1.8	64			11752	gary speed	
patrick vieira	19760623	1.91	83			6665	patrick vieira	
s. warnock	19811212	1.8	75			3311	stephen warnock	
m. materazzi	19730819	1.93	82	defender	lecce	8093	marco materazzi	
a. mutu	19790108	1.8	74	forwarder	calinesti	9669	adrian mutu	
h. kewell	19780922	1.81	86	forwarder	sydney australia	3899	harry kewell	
cristian				defender	resita romania 	6490	cristian chivu	
jonathan	19780719	1.9	84	defender	paris france	12221	jonathan zebina	
roberto abbondanzieri	19720819	1.85	59	goalkeeper	bouquet santa fe argentina	2293	roberto abbondanzieri	
kehl	19800213	1.86	94	midfielder	fulda germany	7742	sebastian kehl	
stefano fiore	19750417	1.81	75	midfielder	cosenza italy	12126	stefano fiore	
diouf				forwarder	dakar senegal	10275	el hadji diouf	
rio ferdinand				defender	peckham england	1367	rio ferdinand	
markus	19720908	1.89	88	defender	munich germany	3295	markus babbel	
milenko	19770215	1.86	70	midfielder	belgrade yugoslavia	12370	milenko acimovic	
milito	19800907	1.76	80	defender	buenos aires argentina	11889	gabriel milito	
julio				goalkeeper	duque de caxias brazil	12400	julio cesar	
thomas	19820405	1.82	84	midfielder	munich germany	5287	thomas hitzlsperger	
maccarone	19790906	1.8	73	forwarder	galliate italy	9055	massimo maccarone	
deisler	19800105	1.81	102	midfielder	lorrach germany	2637	sebastian deisler	
javier zanetti	19730810	1.78	73	goalkeeper	buenos aires argentina	2753	javier zanetti	
john	19800924	1.85	78	defender	molde norway	8548	john arne riise	
melchiot				defender	amsterdam holland	11665	mario melchiot	
tomas				midfielder	prague czech republic	12372	tomas rosicky	
j. o'shea	19810430	1.9	75	defender		3316	john o'shea	
cisse	19810812	1.83	77	forwarder	arles france	12362	djibril cisse	
wilfred bouma	19780615	1.8	82	defender	helmond holland	2831	wilfred bouma	
marco di vaio	19760715	1.78	88	forwarder	roma italy	8009	marco di vaio	
i. helguera		1.84	74		santander spain	12282	ivan helguera	
cech	19820520	1.97	59	goalkeeper	plzen czech republic	12363	petr cech	
iker casillas	19810520	1.8	75	goalkeeper	san sebastian spain	6650	iker casillas	
g. elber	19720723	1.82	99	forwarder	londrina-pr brazil	12305	giovane elber	
o. martins	19841028	1.7	70	midfielder	lagos nigeria	732	obafemi martins	
thierry henry		1.88	67		les ulis france	7349	thierry henry	
jermain	19821007	1.7	65			6614	jermain defoe	
emerson				midfielder	pelotas brazil	12208	emerson	
christanval	19780831	1.9	94	defender		8930	philippe christanval	
l. ferdinand	19661218	1.8	75	forwarder	paddington england	10080	les ferdinand	
effenberg	19680802	1.88	88	midfielder	hamburg germany	1699	stefan effenberg	
wayne	19851024	1.8	77	forwarder	liverpool england	4690	wayne rooney	
hesselink		1.91	92			4755	jan vennegoor of hesselink	
patrik berger	19731110	1.87	80	midfielder	prague czech republic	11304	patrik berger	
david	19771015	1.75	75			7714	david trezeguet	
david	19670125	1.86	83			9043	david ginola	
cambiasso	19800818	1.78	73	midfielder	buenos aires argentina	9766	esteban cambiasso	
james				forwarder	lancaster england	12410	james beattie	
tomasson		1.8	99			12228	jon dahl tomasson	
jamie carragher				defender	liverpool england	12238	jamie carragher	
d. pizarro		1.76	70	midfielder	santiago chile	7351	david pizarro	
s. gerrard				midfielder	whiston england	7889	steven gerrard	
claudio pizarro		1.8	75	midfielder	callao peru	6314	claudio pizarro	
cole	19811108	1.75	81	midfielder	islington england	8487	joe cole	
zlatan	19811003	1.92	84	forwarder	malmo sweden 	12364	zlatan ibrahimovic	
santiago	19761214	1.8	70	forwarder	calahorra spain	12192	santiago ezquerro	
paulo ferreira				defender	setubal portugal	12222	paulo ferreira	
arjen robben				defender	bedum holland	10317	arjen robben	
costinha	19741201	1.81	74	midfielder	lisboa portugal 	5589	costinha	
silva	19721102	1.8	64			11218	gilberto silva	
m. iuliano	19730812	1.87	76	defender	cosenza italy	4776	mark iuliano	
i. tudor	19780416	1.92	88			4092	igor tudor	
wright-phillips	19811025	1.68	67			11045	shaun wright-phillips	
martin laursen		1.89	93	defender	farvoug denmark	4825	martin laursen	
friedel	19710518	1.9	74	goalkeeper	lakewood ohio united states	8594	brad friedel	
fabio	19730913	1.77	75	defender	napoli italy	9240	fabio cannavaro	
young	19790719	1.83	77			12391	luke young	
luigi	19710603	1.75	74	defender	rome italy	8301	luigi di biagio	
m. viduka	19750109	1.88	65			9566	mark viduka	
l. giuly	19760710	1.64	72			10308	ludovic giuly	
v. baia				goalkeeper	afurada vila nova de gaia - portugal	12254	vitor baia	
s. govou	19790727	1.75	72	forwarder	le puy-en-velay	3743	sidney govou	
juan	19751024	1.83	70	forwarder	medelin colombia	12365	juan pablo angel	
martin	19790115	1.85	68	midfielder	vratza bulgaria	12174	martin petrov	
henri	19770510	1.73	68	midfielder	dakar senegal	8113	henri camara	
dacourt	19740925	1.8	71	midfielder	montreuil france	1665	olivier dacourt	
romagnoli	19810317	1.72	61	midfielder	capital federal argentina	5748	leandro romagnoli	
shinji ono	19790927	1.75	75	midfielder	shizuoka japan	9709	shinji ono	
larsson	19710920	1.78	92	midfielder	helsingborg	11294	henrik larsson	
milan	19811028	1.84	76	forwarder	valassake mezirici czech republic	12328	milan baros	
seedorf	19760401	1.94	77			3706	clarence seedorf	
andy	19711015	1.8	75	forwarder	nottingham england	12307	andy cole	
j. campos				goalkeeper	acapulco mexico	6437	jorge campos	
ryan babel	19861219	1.85	68	forwarder	amsterdam holland	2678	ryan babel	
andreas brehme	19601107			defender	hamburg germany	4055	andreas brehme	
owen				forwarder	chester england	1422	michael owen	
e. chiesa	19701229	1.76	70	forwarder	genoa italy	1221	enrico chiesa	
p. neville	19770121	1.8	98	defender	bury england	5951	phil neville	
